#tau                histogram                     
1.50000000e-01      7.99149792970107e-01          
4.50000000e-01      5.69488259236318e-01          
7.50000000e-01      4.55041622051605e-01          
1.05000000e+00      4.06497233466018e-01          
1.35000000e+00      3.45300573473605e-01          
1.65000000e+00      3.15002344791602e-01          
1.95000000e+00      2.79542373505295e-01          
2.25000000e+00      2.61952435142104e-01          
2.55000000e+00      2.47907693637372e-01          
2.85000000e+00      2.25468118036649e-01          
3.15000000e+00      2.11407371128493e-01          
3.45000000e+00      2.00091550907586e-01          
3.75000000e+00      1.88903773914073e-01          
4.05000000e+00      1.83413920539574e-01          
4.35000000e+00      1.60926328728579e-01          
4.65000000e+00      1.59837961295733e-01          
4.95000000e+00      1.44576809130763e-01          
5.25000000e+00      1.36069937210802e-01          
5.55000000e+00      1.23977854923822e-01          
5.85000000e+00      1.21328960657118e-01          
6.15000000e+00      1.10477297135513e-01          
6.45000000e+00      1.07068146206159e-01          
6.75000000e+00      1.02602638650809e-01          
7.05000000e+00      9.69287231369310e-02          
7.35000000e+00      9.37836613640765e-02          
7.65000000e+00      8.82377890775926e-02          
7.95000000e+00      8.33081248229402e-02          
8.25000000e+00      8.10993791504012e-02          
8.55000000e+00      7.31206855434395e-02          
8.85000000e+00      7.22243829516845e-02          
9.15000000e+00      7.01196724014027e-02          
9.45000000e+00      6.07405059948239e-02          
9.75000000e+00      6.75107916432588e-02          
1.00500000e+01      6.03083601023706e-02          
1.03500000e+01      6.19729220584869e-02          
1.06500000e+01      5.77154847476508e-02          
1.09500000e+01      5.53226769357335e-02          
1.12500000e+01      5.10332288180490e-02          
1.15500000e+01      4.67037671918040e-02          
1.18500000e+01      4.85844020941470e-02          
1.21500000e+01      4.60795564582603e-02          
1.24500000e+01      4.59515132308667e-02          
1.27500000e+01      4.39988540131148e-02          
1.30500000e+01      4.26944136340429e-02          
1.33500000e+01      4.15020110789402e-02          
1.36500000e+01      3.85490141471761e-02          
1.39500000e+01      3.81968952718438e-02          
1.42500000e+01      3.53879469708974e-02          
1.45500000e+01      3.45156524842787e-02          
1.48500000e+01      3.00501449289280e-02          
1.51500000e+01      3.49077848681715e-02          
1.54500000e+01      3.06503475573354e-02          
1.57500000e+01      3.08344096967136e-02          
1.60500000e+01      2.81935181317213e-02          
1.63500000e+01      2.74412641707841e-02          
1.66500000e+01      2.84335991830842e-02          
1.69500000e+01      2.49684293417458e-02          
1.72500000e+01      2.44322483270352e-02          
1.75500000e+01      2.23835566887381e-02          
1.78500000e+01      2.50724644640030e-02          
1.81500000e+01      1.94545678621102e-02          
1.84500000e+01      2.16633135346493e-02          
1.87500000e+01      2.04228947692741e-02          
1.90500000e+01      1.76699653803124e-02          
1.93500000e+01      1.44688846954732e-02          
1.96500000e+01      1.72858356981317e-02          
1.99500000e+01      1.29963875804472e-02          
2.02500000e+01      1.33965226660521e-02          
2.05500000e+01      1.11557661866646e-02          
2.08500000e+01      1.17239580082236e-02          
2.11500000e+01      1.16439309911026e-02          
2.14500000e+01      8.77096107645941e-03          
2.17500000e+01      9.46719612541194e-03          
2.20500000e+01      8.52287732338437e-03          
2.23500000e+01      6.59422621076875e-03          
2.26500000e+01      7.25044775116079e-03          
2.29500000e+01      6.00202628407350e-03          
2.32500000e+01      5.60189119846860e-03          
2.35500000e+01      6.37815326454211e-03          
2.38500000e+01      6.03403709092189e-03          
2.41500000e+01      4.81762643068300e-03          
2.44500000e+01      4.59355078274425e-03          
2.47500000e+01      3.96133734748851e-03          
2.50500000e+01      3.65723468242879e-03          
2.53500000e+01      4.27344271426033e-03          
2.56500000e+01      4.60155348445635e-03          
2.59500000e+01      4.48151295877488e-03          
2.62500000e+01      2.92098612491577e-03          
2.65500000e+01      4.32145892453292e-03          
2.68500000e+01      3.50518334989893e-03          
2.71500000e+01      3.40114822764165e-03          
2.74500000e+01      3.08104015915773e-03          
2.77500000e+01      2.91298342320367e-03          
2.80500000e+01      2.70491317868913e-03          
2.83500000e+01      2.14472405884227e-03          
2.86500000e+01      1.88863760405513e-03          
2.89500000e+01      1.80861058693415e-03          
2.92500000e+01      2.52085103931087e-03          
2.95500000e+01      2.04068893658499e-03          
2.98500000e+01      3.56920496359571e-03          
