#tau                histogram                     
1.50000000e-01      7.26736694602677e-01          
4.50000000e-01      4.45333066679552e-01          
7.50000000e-01      3.27039006616235e-01          
1.05000000e+00      2.68440048534567e-01          
1.35000000e+00      2.30570513818572e-01          
1.65000000e+00      2.04618747729416e-01          
1.95000000e+00      1.90204455444659e-01          
2.25000000e+00      1.77507082431811e-01          
2.55000000e+00      1.67029960073518e-01          
2.85000000e+00      1.63688958206941e-01          
3.15000000e+00      1.60280845489345e-01          
3.45000000e+00      1.56902932654708e-01          
3.75000000e+00      1.51802507977243e-01          
4.05000000e+00      1.50640371740426e-01          
4.35000000e+00      1.45997419364075e-01          
4.65000000e+00      1.46320669963152e-01          
4.95000000e+00      1.44825216499605e-01          
5.25000000e+00      1.42092686348937e-01          
5.55000000e+00      1.40686714020083e-01          
5.85000000e+00      1.40514462835800e-01          
6.15000000e+00      1.37657777610746e-01          
6.45000000e+00      1.40115153272236e-01          
6.75000000e+00      1.37249519933712e-01          
7.05000000e+00      1.34656804056001e-01          
7.35000000e+00      1.31615563990644e-01          
7.65000000e+00      1.32598737958076e-01          
7.95000000e+00      1.31705045125336e-01          
8.25000000e+00      1.30906425998207e-01          
8.55000000e+00      1.28026251975296e-01          
8.85000000e+00      1.25995030217779e-01          
9.15000000e+00      1.24687487137087e-01          
9.45000000e+00      1.24141652215463e-01          
9.75000000e+00      1.21244700479798e-01          
1.00500000e+01      1.19056886736569e-01          
1.03500000e+01      1.18056935056382e-01          
1.06500000e+01      1.15552581799179e-01          
1.09500000e+01      1.14815480952151e-01          
1.12500000e+01      1.10631119391099e-01          
1.15500000e+01      1.08511535013073e-01          
1.18500000e+01      1.05334954731494e-01          
1.21500000e+01      1.05221984798945e-01          
1.24500000e+01      1.04207492434370e-01          
1.27500000e+01      1.02667298403478e-01          
1.30500000e+01      9.90119940512942e-02          
1.33500000e+01      9.70366980029600e-02          
1.36500000e+01      9.73129710063227e-02          
1.39500000e+01      9.33444826827160e-02          
1.42500000e+01      9.26722556583396e-02          
1.45500000e+01      9.05426046526611e-02          
1.48500000e+01      9.12886536131587e-02          
1.51500000e+01      8.84778274696346e-02          
1.54500000e+01      8.62318509888560e-02          
1.57500000e+01      8.66635974637467e-02          
1.60500000e+01      8.44008432702133e-02          
1.63500000e+01      8.38080307528764e-02          
1.66500000e+01      8.30273078526854e-02          
1.69500000e+01      8.35742612884925e-02          
1.72500000e+01      8.25351616118774e-02          
1.75500000e+01      8.18908974420923e-02          
1.78500000e+01      8.15184322189353e-02          
1.81500000e+01      8.16448243216883e-02          
1.84500000e+01      8.00666008085515e-02          
1.87500000e+01      8.10788561447590e-02          
1.90500000e+01      7.98428979718206e-02          
1.93500000e+01      7.90398047879566e-02          
1.96500000e+01      7.63777410308585e-02          
1.99500000e+01      7.62256231018814e-02          
2.02500000e+01      7.61372604813727e-02          
2.05500000e+01      7.60030387793341e-02          
2.08500000e+01      7.25747928064326e-02          
2.11500000e+01      7.12840274384951e-02          
2.14500000e+01      6.85660379722143e-02          
2.17500000e+01      6.66746304876543e-02          
2.20500000e+01      6.68077336755092e-02          
2.23500000e+01      6.61243215092962e-02          
2.26500000e+01      6.64766534771474e-02          
2.29500000e+01      6.45315573117720e-02          
2.32500000e+01      6.42206103687160e-02          
2.35500000e+01      6.20529298807932e-02          
2.38500000e+01      6.17073089980439e-02          
2.41500000e+01      6.05552393888796e-02          
2.44500000e+01      5.85475064292195e-02          
2.47500000e+01      5.82712334258568e-02          
2.50500000e+01      5.84591438087108e-02          
2.53500000e+01      5.73014816286282e-02          
2.56500000e+01      5.70610010791425e-02          
2.59500000e+01      5.74659032136255e-02          
2.62500000e+01      5.43530782405146e-02          
2.65500000e+01      5.26764254792162e-02          
2.68500000e+01      5.23218564829977e-02          
2.71500000e+01      5.38396802302171e-02          
2.74500000e+01      5.26350404544210e-02          
2.77500000e+01      5.09281878101640e-02          
2.80500000e+01      5.23017232276919e-02          
2.83500000e+01      5.04382785977232e-02          
2.86500000e+01      4.85077231167353e-02          
2.89500000e+01      4.63870202245261e-02          
2.92500000e+01      4.64843309585040e-02          
2.95500000e+01      4.64865679868713e-02          
2.98500000e+01      4.34565130633508e-02          
