#tau                histogram                     
1.50000000e-01      8.95046958738919e-01          
4.50000000e-01      7.52827125940316e-01          
7.50000000e-01      6.80418373467691e-01          
1.05000000e+00      6.13324523420631e-01          
1.35000000e+00      5.80996004454168e-01          
1.65000000e+00      5.46548045870149e-01          
1.95000000e+00      5.28516505739244e-01          
2.25000000e+00      5.08600294686882e-01          
2.55000000e+00      4.91892589147867e-01          
2.85000000e+00      4.74424059130754e-01          
3.15000000e+00      4.57651140065045e-01          
3.45000000e+00      4.43682402647180e-01          
3.75000000e+00      4.31022283331642e-01          
4.05000000e+00      4.17320921373223e-01          
4.35000000e+00      4.06501997294680e-01          
4.65000000e+00      3.99839348650772e-01          
4.95000000e+00      3.93872310958266e-01          
5.25000000e+00      3.73086586216650e-01          
5.55000000e+00      3.62430695954842e-01          
5.85000000e+00      3.58680918169935e-01          
6.15000000e+00      3.51605250523630e-01          
6.45000000e+00      3.37832153685847e-01          
6.75000000e+00      3.30891260661378e-01          
7.05000000e+00      3.23917760873561e-01          
7.35000000e+00      3.17002953259768e-01          
7.65000000e+00      3.10892445808536e-01          
7.95000000e+00      3.04077632269008e-01          
8.25000000e+00      2.97534541757372e-01          
8.55000000e+00      2.85276572523114e-01          
8.85000000e+00      2.83035400989062e-01          
9.15000000e+00      2.74303309764729e-01          
9.45000000e+00      2.63040933704667e-01          
9.75000000e+00      2.58810749606446e-01          
1.00500000e+01      2.50461244405385e-01          
1.03500000e+01      2.45946294573933e-01          
1.06500000e+01      2.38305443029614e-01          
1.09500000e+01      2.32268844241968e-01          
1.12500000e+01      2.20428241578552e-01          
1.15500000e+01      2.17945779995732e-01          
1.18500000e+01      2.12867820050489e-01          
1.21500000e+01      2.05296529601310e-01          
1.24500000e+01      1.98899082632624e-01          
1.27500000e+01      1.93718954828893e-01          
1.30500000e+01      1.89986567317771e-01          
1.33500000e+01      1.81626193195594e-01          
1.36500000e+01      1.80102370455176e-01          
1.39500000e+01      1.74278802521398e-01          
1.42500000e+01      1.69411699645798e-01          
1.45500000e+01      1.63681604433615e-01          
1.48500000e+01      1.63140332162054e-01          
1.51500000e+01      1.54482149601308e-01          
1.54500000e+01      1.53438733174203e-01          
1.57500000e+01      1.46010912483751e-01          
1.60500000e+01      1.43082825135188e-01          
1.63500000e+01      1.40174301844634e-01          
1.66500000e+01      1.33159500156577e-01          
1.69500000e+01      1.29822741374065e-01          
1.72500000e+01      1.26670754250519e-01          
1.75500000e+01      1.21342809119616e-01          
1.78500000e+01      1.22651427221943e-01          
1.81500000e+01      1.17173490979643e-01          
1.84500000e+01      1.13706305143742e-01          
1.87500000e+01      1.09223962075638e-01          
1.90500000e+01      1.06563250186521e-01          
1.93500000e+01      1.05980676014721e-01          
1.96500000e+01      1.00028854811777e-01          
1.99500000e+01      9.78811559993201e-02          
2.02500000e+01      9.68812152566780e-02          
2.05500000e+01      9.39966035925780e-02          
2.08500000e+01      9.29010163441180e-02          
2.11500000e+01      9.01924812020918e-02          
2.14500000e+01      8.80817367214278e-02          
2.17500000e+01      8.57383973288883e-02          
2.20500000e+01      8.40189340083886e-02          
2.23500000e+01      7.91887854645827e-02          
2.26500000e+01      7.93474717128716e-02          
2.29500000e+01      7.72149893899762e-02          
2.32500000e+01      7.26500425213929e-02          
2.35500000e+01      7.30826255817967e-02          
2.38500000e+01      6.86220203559238e-02          
2.41500000e+01      6.63786750376485e-02          
2.44500000e+01      6.62199887893597e-02          
2.47500000e+01      6.39092561601673e-02          
2.50500000e+01      6.24419518095512e-02          
2.53500000e+01      6.03051219182095e-02          
2.56500000e+01      5.72987783376139e-02          
2.59500000e+01      5.72879094164982e-02          
2.62500000e+01      5.61879745995919e-02          
2.65500000e+01      5.16665034154713e-02          
2.68500000e+01      5.15012958145130e-02          
2.71500000e+01      5.07535140417546e-02          
2.74500000e+01      4.94753289185512e-02          
2.77500000e+01      4.77428228927127e-02          
2.80500000e+01      4.52168856254299e-02          
2.83500000e+01      4.40778226925072e-02          
2.86500000e+01      4.49995072031164e-02          
2.89500000e+01      4.25713902258747e-02          
2.92500000e+01      4.25170456202963e-02          
2.95500000e+01      4.13192905133490e-02          
2.98500000e+01      3.93911439074283e-02          
