#tau                histogram                     
1.50000000e-01      7.25099462448280e-01          
4.50000000e-01      4.48649239122376e-01          
7.50000000e-01      3.30083267080902e-01          
1.05000000e+00      2.69157403157086e-01          
1.35000000e+00      2.31214823113896e-01          
1.65000000e+00      2.08003796500925e-01          
1.95000000e+00      1.91388189557670e-01          
2.25000000e+00      1.80629810202559e-01          
2.55000000e+00      1.72331619248855e-01          
2.85000000e+00      1.65907992527672e-01          
3.15000000e+00      1.61750825000513e-01          
3.45000000e+00      1.57971996319835e-01          
3.75000000e+00      1.55150475834426e-01          
4.05000000e+00      1.51652505209492e-01          
4.35000000e+00      1.49195151268497e-01          
4.65000000e+00      1.47685739479666e-01          
4.95000000e+00      1.45638396399338e-01          
5.25000000e+00      1.44089548639538e-01          
5.55000000e+00      1.42255529514669e-01          
5.85000000e+00      1.41412339160392e-01          
6.15000000e+00      1.40811926502392e-01          
6.45000000e+00      1.39872118019242e-01          
6.75000000e+00      1.39368693202343e-01          
7.05000000e+00      1.38580836444831e-01          
7.35000000e+00      1.37424992783217e-01          
7.65000000e+00      1.36641819047259e-01          
7.95000000e+00      1.35764122218384e-01          
8.25000000e+00      1.34847852080405e-01          
8.55000000e+00      1.33520338707667e-01          
8.85000000e+00      1.33005699286524e-01          
9.15000000e+00      1.31335339441177e-01          
9.45000000e+00      1.31091329370807e-01          
9.75000000e+00      1.29662145135415e-01          
1.00500000e+01      1.28022348167568e-01          
1.03500000e+01      1.26731682780204e-01          
1.06500000e+01      1.25426721853364e-01          
1.09500000e+01      1.24114736394196e-01          
1.12500000e+01      1.22863753452619e-01          
1.15500000e+01      1.21022709795422e-01          
1.18500000e+01      1.19424567071911e-01          
1.21500000e+01      1.18453209811985e-01          
1.24500000e+01      1.17175361115186e-01          
1.27500000e+01      1.15984271554519e-01          
1.30500000e+01      1.14631494512879e-01          
1.33500000e+01      1.13297203082631e-01          
1.36500000e+01      1.12417780930026e-01          
1.39500000e+01      1.10226250080844e-01          
1.42500000e+01      1.09861713824201e-01          
1.45500000e+01      1.08515838077481e-01          
1.48500000e+01      1.08028310886379e-01          
1.51500000e+01      1.05708736368957e-01          
1.54500000e+01      1.04627944289593e-01          
1.57500000e+01      1.03476906886940e-01          
1.60500000e+01      1.01890964666947e-01          
1.63500000e+01      1.01002176471238e-01          
1.66500000e+01      1.00499244603976e-01          
1.69500000e+01      9.86708943999344e-02          
1.72500000e+01      9.81090550510380e-02          
1.75500000e+01      9.72979064231732e-02          
1.78500000e+01      9.58160998140200e-02          
1.81500000e+01      9.51751420483675e-02          
1.84500000e+01      9.43627610464098e-02          
1.87500000e+01      9.38219952945000e-02          
1.90500000e+01      9.30692611986327e-02          
1.93500000e+01      9.25803783960287e-02          
1.96500000e+01      9.09975171112678e-02          
1.99500000e+01      8.99276931613294e-02          
2.02500000e+01      8.93366465464343e-02          
2.05500000e+01      8.93564877693280e-02          
2.08500000e+01      8.76498961256525e-02          
2.11500000e+01      8.68991338283336e-02          
2.14500000e+01      8.58491511012889e-02          
2.17500000e+01      8.41950585939657e-02          
2.20500000e+01      8.36226208278715e-02          
2.23500000e+01      8.27905218404295e-02          
2.26500000e+01      8.19607643637637e-02          
2.29500000e+01      8.12342798360726e-02          
2.32500000e+01      7.98310986940384e-02          
2.35500000e+01      7.88853748152425e-02          
2.38500000e+01      7.76884930963389e-02          
2.41500000e+01      7.71696636032804e-02          
2.44500000e+01      7.62313339690412e-02          
2.47500000e+01      7.50333431134541e-02          
2.50500000e+01      7.43682308155832e-02          
2.53500000e+01      7.39078158545223e-02          
2.56500000e+01      7.26498083806171e-02          
2.59500000e+01      7.20933914777289e-02          
2.62500000e+01      7.17774107603413e-02          
2.65500000e+01      7.06713550120753e-02          
2.68500000e+01      7.01874017058424e-02          
2.71500000e+01      6.95701055227711e-02          
2.74500000e+01      6.93194406323006e-02          
2.77500000e+01      6.79670333028888e-02          
2.80500000e+01      6.81225589133970e-02          
2.83500000e+01      6.70160102154939e-02          
2.86500000e+01      6.65082720892704e-02          
2.89500000e+01      6.55327247574293e-02          
2.92500000e+01      6.44525488651116e-02          
2.95500000e+01      6.39621872135963e-02          
2.98500000e+01      6.34728114613551e-02          
